,Neighbourhood Cleansed,Bedrooms,Beds,Price,Number of Reviews,Review Scores Rating,classes of rating,class of price,predictors
2064,Harlem,1,1,80,3,100,High,Bad,"[('n04033995', 'quilt', 0.8110171), ('n04344873', 'studio_couch', 0.07408763), ('n03388549', 'four-poster', 0.05143311), ('n03938244', 'pillow', 0.033703066), ('n04590129', 'window_shade', 0.009940447), ('n04239074', 'sliding_door', 0.0039319224), ('n03788365', 'mosquito_net', 0.00237257), ('n04525038', 'velvet', 0.0013672072), ('n04380533', 'table_lamp', 0.0009033052), ('n04550184', 'wardrobe', 0.0008453482)]"
2073,Harlem,1,1,60,3,73,Low,Bad,"[('n04033995', 'quilt', 0.9109258), ('n03388549', 'four-poster', 0.0699614), ('n04344873', 'studio_couch', 0.017292665), ('n03788365', 'mosquito_net', 0.0005439705), ('n03938244', 'pillow', 0.00040050814), ('n04550184', 'wardrobe', 0.0002303149), ('n04201297', 'shoji', 0.00015861288), ('n04239074', 'sliding_door', 0.0001349809), ('n04040759', 'radiator', 2.0282958e-05), ('n04380533', 'table_lamp', 1.8208073e-05)]"
2076,Harlem,1,1,53,19,90,Low,Bad,"[('n03388549', 'four-poster', 0.52504635), ('n03776460', 'mobile_home', 0.38967818), ('n04239074', 'sliding_door', 0.014834299), ('n03796401', 'moving_van', 0.011784478), ('n04493381', 'tub', 0.0093214), ('n03899768', 'patio', 0.005790019), ('n04065272', 'recreational_vehicle', 0.0044242227), ('n04344873', 'studio_couch', 0.004258971), ('n04550184', 'wardrobe', 0.0033253755), ('n04040759', 'radiator', 0.0028516806)]"
2119,West Village,1,1,139,103,87,Low,Good,"[('n03388549', 'four-poster', 0.6299264), ('n04344873', 'studio_couch', 0.15791714), ('n04033995', 'quilt', 0.056003172), ('n04590129', 'window_shade', 0.036863897), ('n03290653', 'entertainment_center', 0.016636742), ('n03788365', 'mosquito_net', 0.016149923), ('n04239074', 'sliding_door', 0.011594453), ('n03018349', 'china_cabinet', 0.008429073), ('n04404412', 'television', 0.0045578848), ('n03131574', 'crib', 0.004452208)]"
2120,West Village,1,1,240,70,98,High,Good,"[('n03388549', 'four-poster', 0.89360976), ('n04550184', 'wardrobe', 0.037388667), ('n04033995', 'quilt', 0.02728574), ('n04344873', 'studio_couch', 0.021313582), ('n04239074', 'sliding_door', 0.018051738), ('n03529860', 'home_theater', 0.00043719404), ('n03788365', 'mosquito_net', 0.000369238), ('n04201297', 'shoji', 0.00033265393), ('n03899768', 'patio', 0.00018768063), ('n04590129', 'window_shade', 0.00015458725)]"
2131,Washington Heights,1,1,115,1,100,High,Bad,"[('n03388549', 'four-poster', 0.91654253), ('n04344873', 'studio_couch', 0.036367133), ('n03126707', 'crane', 0.010558026), ('n04201297', 'shoji', 0.008789767), ('n03384352', 'forklift', 0.0072504203), ('n03899768', 'patio', 0.0027838384), ('n04033995', 'quilt', 0.0019065649), ('n03933933', 'pier', 0.001571371), ('n04081281', 'restaurant', 0.0015424012), ('n03697007', 'lumbermill', 0.0015418158)]"
2138,Washington Heights,1,1,50,14,93,High,Bad,"[('n03388549', 'four-poster', 0.81627864), ('n04239074', 'sliding_door', 0.09938943), ('n04590129', 'window_shade', 0.022751322), ('n04344873', 'studio_couch', 0.011840899), ('n04550184', 'wardrobe', 0.008044845), ('n04005630', 'prison', 0.007002907), ('n03529860', 'home_theater', 0.004938229), ('n03018349', 'china_cabinet', 0.004546434), ('n02808440', 'bathtub', 0.0031372684), ('n03788365', 'mosquito_net', 0.002154396)]"
2141,Washington Heights,1,1,105,49,91,Low,Bad,"[('n03388549', 'four-poster', 0.67888504), ('n04344873', 'studio_couch', 0.2585047), ('n04033995', 'quilt', 0.025580153), ('n04590129', 'window_shade', 0.016697854), ('n04239074', 'sliding_door', 0.003870731), ('n03018349', 'china_cabinet', 0.0030967682), ('n03788365', 'mosquito_net', 0.0027936602), ('n03529860', 'home_theater', 0.0012286919), ('n04550184', 'wardrobe', 0.0010233808), ('n02870880', 'bookcase', 0.0010141653)]"
2153,West Village,1,1,245,10,98,High,Good,"[('n03388549', 'four-poster', 0.8265338), ('n04344873', 'studio_couch', 0.055149592), ('n04239074', 'sliding_door', 0.053461995), ('n03018349', 'china_cabinet', 0.011963595), ('n04033995', 'quilt', 0.01188404), ('n04590129', 'window_shade', 0.005929507), ('n03201208', 'dining_table', 0.00525672), ('n02870880', 'bookcase', 0.004124391), ('n03131574', 'crib', 0.0025247359), ('n03899768', 'patio', 0.0024380991)]"
2165,West Village,0,2,145,23,74,Low,Good,"[('n03388549', 'four-poster', 0.50343156), ('n04590129', 'window_shade', 0.26483375), ('n04201297', 'shoji', 0.05015695), ('n04344873', 'studio_couch', 0.036633685), ('n03529860', 'home_theater', 0.030243998), ('n03290653', 'entertainment_center', 0.01898518), ('n04239074', 'sliding_door', 0.01873585), ('n03982430', 'pool_table', 0.014373813), ('n03452741', 'grand_piano', 0.006597205), ('n02870880', 'bookcase', 0.0054995064)]"
2169,Williamsburg,1,1,50,6,95,High,Bad,"[('n03388549', 'four-poster', 0.5882715), ('n04344873', 'studio_couch', 0.083413), ('n04590129', 'window_shade', 0.039893083), ('n03201208', 'dining_table', 0.02121782), ('n04493381', 'tub', 0.018315699), ('n04209239', 'shower_curtain', 0.015351365), ('n03788365', 'mosquito_net', 0.014140532), ('n04550184', 'wardrobe', 0.012437535), ('n02808440', 'bathtub', 0.01169216), ('n04239074', 'sliding_door', 0.011298027)]"
2202,Hell's Kitchen,1,1,200,77,100,High,Good,"[('n03388549', 'four-poster', 0.8706019), ('n04590129', 'window_shade', 0.07383127), ('n04239074', 'sliding_door', 0.036680806), ('n04344873', 'studio_couch', 0.011804264), ('n03788365', 'mosquito_net', 0.0027987305), ('n04033995', 'quilt', 0.0009851536), ('n04201297', 'shoji', 0.0007598287), ('n04099969', 'rocking_chair', 0.0004761875), ('n03529860', 'home_theater', 0.00032147224), ('n04550184', 'wardrobe', 0.00028698437)]"
2221,Midtown,1,2,169,4,100,High,Good,"[('n04033995', 'quilt', 0.84144217), ('n04344873', 'studio_couch', 0.06220446), ('n03388549', 'four-poster', 0.029449094), ('n03201208', 'dining_table', 0.026018022), ('n04380533', 'table_lamp', 0.0118475), ('n04550184', 'wardrobe', 0.007679222), ('n04239074', 'sliding_door', 0.004958878), ('n03788365', 'mosquito_net', 0.002451339), ('n04554684', 'washer', 0.0019943982), ('n04201297', 'shoji', 0.001240164)]"
2224,Midtown,2,3,140,4,100,High,Good,"[('n04033995', 'quilt', 0.71215737), ('n03388549', 'four-poster', 0.17895193), ('n04344873', 'studio_couch', 0.071782194), ('n03788365', 'mosquito_net', 0.017768813), ('n04550184', 'wardrobe', 0.006695237), ('n03938244', 'pillow', 0.005117569), ('n04590129', 'window_shade', 0.001930563), ('n03131574', 'crib', 0.0010086071), ('n02870880', 'bookcase', 0.0007551641), ('n04380533', 'table_lamp', 0.0007230952)]"
2229,Midtown,0,1,145,11,78,Low,Good,"[('n03388549', 'four-poster', 0.97562206), ('n03788365', 'mosquito_net', 0.0070934566), ('n04344873', 'studio_couch', 0.0035051152), ('n04239074', 'sliding_door', 0.00268026), ('n03131574', 'crib', 0.0022442408), ('n04033995', 'quilt', 0.0021790068), ('n04590129', 'window_shade', 0.0018823324), ('n04201297', 'shoji', 0.0016850655), ('n04550184', 'wardrobe', 0.0016140629), ('n04005630', 'prison', 0.0002715447)]"
2237,Lower East Side,1,1,179,70,86,Low,Good,"[('n03388549', 'four-poster', 0.60963815), ('n04239074', 'sliding_door', 0.09631932), ('n03201208', 'dining_table', 0.029211437), ('n03018349', 'china_cabinet', 0.0273113), ('n04344873', 'studio_couch', 0.02715881), ('n03899768', 'patio', 0.022955012), ('n04550184', 'wardrobe', 0.022458786), ('n03788365', 'mosquito_net', 0.020494448), ('n03529860', 'home_theater', 0.01690251), ('n03290653', 'entertainment_center', 0.011613745)]"
2240,Lower East Side,2,5,250,32,97,High,Good,"[('n03388549', 'four-poster', 0.72707576), ('n04404412', 'television', 0.06114577), ('n04344873', 'studio_couch', 0.045469802), ('n03982430', 'pool_table', 0.038300224), ('n03179701', 'desk', 0.0095456885), ('n03131574', 'crib', 0.008718104), ('n04380533', 'table_lamp', 0.008026954), ('n04239074', 'sliding_door', 0.007470037), ('n04515003', 'upright', 0.006653988), ('n03290653', 'entertainment_center', 0.0062918537)]"
2251,Lower East Side,0,1,85,12,90,Low,Bad,"[('n04033995', 'quilt', 0.74011546), ('n03938244', 'pillow', 0.14418104), ('n04344873', 'studio_couch', 0.089946456), ('n04550184', 'wardrobe', 0.008197497), ('n03388549', 'four-poster', 0.007519383), ('n04507155', 'umbrella', 0.0012828473), ('n03131574', 'crib', 0.0012174955), ('n02971356', 'carton', 0.00068438944), ('n02107312', 'miniature_pinscher', 0.0006183565), ('n04201297', 'shoji', 0.00029318844)]"
2252,Lower East Side,1,1,120,4,90,Low,Good,"[('n03388549', 'four-poster', 0.8832826), ('n04590129', 'window_shade', 0.07456831), ('n04344873', 'studio_couch', 0.016013242), ('n03788365', 'mosquito_net', 0.0073926616), ('n04033995', 'quilt', 0.0070924223), ('n04239074', 'sliding_door', 0.0035620516), ('n04550184', 'wardrobe', 0.002052046), ('n03125729', 'cradle', 0.0011624605), ('n03131574', 'crib', 0.00043194834), ('n03776460', 'mobile_home', 0.00025669698)]"
2295,Lower East Side,1,1,110,221,97,High,Bad,"[('n03388549', 'four-poster', 0.7593177), ('n04344873', 'studio_couch', 0.10447726), ('n04033995', 'quilt', 0.046273027), ('n04550184', 'wardrobe', 0.04054503), ('n04239074', 'sliding_door', 0.016943887), ('n04201297', 'shoji', 0.014635798), ('n04590129', 'window_shade', 0.008634957), ('n03788365', 'mosquito_net', 0.004350795), ('n03179701', 'desk', 0.0004477815), ('n02870880', 'bookcase', 0.0004060865)]"
2299,Lower East Side,1,1,115,10,90,Low,Bad,"[('n03388549', 'four-poster', 0.6914156), ('n04550184', 'wardrobe', 0.13465175), ('n04344873', 'studio_couch', 0.05757191), ('n04239074', 'sliding_door', 0.04679925), ('n04201297', 'shoji', 0.030737802), ('n04590129', 'window_shade', 0.0109719895), ('n03788365', 'mosquito_net', 0.006323927), ('n04033995', 'quilt', 0.0026664047), ('n03016953', 'chiffonier', 0.0017945905), ('n02808440', 'bathtub', 0.0016740317)]"
2346,East Village,2,2,190,16,92,Low,Good,"[('n03388549', 'four-poster', 0.6096822), ('n04590129', 'window_shade', 0.09310486), ('n04239074', 'sliding_door', 0.048961435), ('n04201297', 'shoji', 0.044525973), ('n04344873', 'studio_couch', 0.03322873), ('n03201208', 'dining_table', 0.021960106), ('n03529860', 'home_theater', 0.017574083), ('n03018349', 'china_cabinet', 0.016817031), ('n03899768', 'patio', 0.008632436), ('n03290653', 'entertainment_center', 0.00780235)]"
2361,Greenwich Village,0,1,187,1,100,High,Good,"[('n03388549', 'four-poster', 0.6787754), ('n04344873', 'studio_couch', 0.06742988), ('n04239074', 'sliding_door', 0.050624114), ('n03899768', 'patio', 0.042852003), ('n03529860', 'home_theater', 0.016595721), ('n04517823', 'vacuum', 0.013983971), ('n04201297', 'shoji', 0.013056342), ('n04005630', 'prison', 0.011738179), ('n04550184', 'wardrobe', 0.010927796), ('n03788365', 'mosquito_net', 0.010551378)]"
2372,Harlem,1,2,200,0,92.28,Low,Good,"[('n04033995', 'quilt', 0.77826226), ('n04344873', 'studio_couch', 0.2129961), ('n03938244', 'pillow', 0.00421023), ('n03388549', 'four-poster', 0.0033348345), ('n03131574', 'crib', 0.0005713674), ('n04550184', 'wardrobe', 0.00016913557), ('n03788365', 'mosquito_net', 0.00014918078), ('n04099969', 'rocking_chair', 0.00010031076), ('n04380533', 'table_lamp', 2.929481e-05), ('n04590129', 'window_shade', 2.0480957e-05)]"
2378,Harlem,1,1,90,22,98,High,Bad,"[('n04033995', 'quilt', 0.9348508), ('n04344873', 'studio_couch', 0.03943507), ('n03388549', 'four-poster', 0.01975647), ('n03938244', 'pillow', 0.0032969208), ('n04590129', 'window_shade', 0.0012072448), ('n04380533', 'table_lamp', 0.0007835774), ('n04239074', 'sliding_door', 0.00024148259), ('n03788365', 'mosquito_net', 6.3751155e-05), ('n03131574', 'crib', 4.5387646e-05), ('n04550184', 'wardrobe', 3.0564843e-05)]"
2381,Harlem,1,2,50,41,89,Low,Bad,"[('n03388549', 'four-poster', 0.99194455), ('n04344873', 'studio_couch', 0.0048467834), ('n04033995', 'quilt', 0.0018220264), ('n04590129', 'window_shade', 0.00045887215), ('n04550184', 'wardrobe', 0.00032869636), ('n03788365', 'mosquito_net', 0.00018602595), ('n04239074', 'sliding_door', 0.000114765964), ('n03998194', 'prayer_rug', 6.8225556e-05), ('n04201297', 'shoji', 5.8343612e-05), ('n04429376', 'throne', 1.7644044e-05)]"
2388,Harlem,0,1,100,10,94,High,Bad,"[('n03388549', 'four-poster', 0.71508694), ('n02788148', 'bannister', 0.069319144), ('n04344873', 'studio_couch', 0.042872902), ('n04239074', 'sliding_door', 0.033124365), ('n04201297', 'shoji', 0.01912847), ('n04493381', 'tub', 0.010617091), ('n03201208', 'dining_table', 0.009178212), ('n04590129', 'window_shade', 0.00861955), ('n03018349', 'china_cabinet', 0.00781365), ('n02808440', 'bathtub', 0.0062460215)]"
2412,Harlem,1,1,95,10,96,High,Bad,"[('n04033995', 'quilt', 0.8927914), ('n03388549', 'four-poster', 0.04030442), ('n04344873', 'studio_couch', 0.03145846), ('n03938244', 'pillow', 0.011807311), ('n04239074', 'sliding_door', 0.0057358993), ('n03201208', 'dining_table', 0.004295134), ('n04590129', 'window_shade', 0.003347198), ('n03788365', 'mosquito_net', 0.0011425363), ('n04550184', 'wardrobe', 0.0011246128), ('n03131574', 'crib', 0.0010738039)]"
2416,Harlem,1,3,160,24,94,High,Good,"[('n03388549', 'four-poster', 0.5759021), ('n04344873', 'studio_couch', 0.26443803), ('n04550184', 'wardrobe', 0.06483633), ('n04033995', 'quilt', 0.031196069), ('n03788365', 'mosquito_net', 0.017865514), ('n04590129', 'window_shade', 0.012967242), ('n04239074', 'sliding_door', 0.008793224), ('n04201297', 'shoji', 0.005224281), ('n03131574', 'crib', 0.004126465), ('n02870880', 'bookcase', 0.0032696612)]"
2423,Harlem,1,1,49,0,92.28,Low,Bad,"[('n04033995', 'quilt', 0.9189253), ('n04344873', 'studio_couch', 0.066918075), ('n03388549', 'four-poster', 0.010882929), ('n04550184', 'wardrobe', 0.00082114775), ('n04201297', 'shoji', 0.0005006042), ('n03788365', 'mosquito_net', 0.00046533684), ('n04590129', 'window_shade', 0.00017562824), ('n04235860', 'sleeping_bag', 0.00011192201), ('n04525038', 'velvet', 0.00010267455), ('n03998194', 'prayer_rug', 8.600292e-05)]"
2425,Harlem,1,1,70,0,92.28,Low,Bad,"[('n04033995', 'quilt', 0.7751856), ('n03388549', 'four-poster', 0.1194863), ('n03788365', 'mosquito_net', 0.044096414), ('n04550184', 'wardrobe', 0.018174427), ('n04344873', 'studio_couch', 0.015076155), ('n03938244', 'pillow', 0.0030072215), ('n04209239', 'shower_curtain', 0.0022498565), ('n04040759', 'radiator', 0.0021420578), ('n04239074', 'sliding_door', 0.0014574183), ('n03032252', 'cinema', 0.0012250762)]"
2433,Harlem,1,1,99,0,92.28,Low,Bad,"[('n03388549', 'four-poster', 0.51189804), ('n04344873', 'studio_couch', 0.24011864), ('n04239074', 'sliding_door', 0.08788122), ('n04590129', 'window_shade', 0.059679862), ('n04033995', 'quilt', 0.05799522), ('n03788365', 'mosquito_net', 0.015503379), ('n04209239', 'shower_curtain', 0.0020635442), ('n04493381', 'tub', 0.0020017063), ('n02870880', 'bookcase', 0.0018606086), ('n03131574', 'crib', 0.0016409733)]"
2435,Harlem,1,1,28,0,92.28,Low,Bad,"[('n04033995', 'quilt', 0.8502533), ('n04344873', 'studio_couch', 0.060184874), ('n04550184', 'wardrobe', 0.0210349), ('n03388549', 'four-poster', 0.010536942), ('n04099969', 'rocking_chair', 0.0068124323), ('n04380533', 'table_lamp', 0.0053938027), ('n03938244', 'pillow', 0.0051076263), ('n04239074', 'sliding_door', 0.004130915), ('n03788365', 'mosquito_net', 0.004045331), ('n03131574', 'crib', 0.0034834142)]"
2436,Harlem,1,1,60,68,86,Low,Bad,"[('n03388549', 'four-poster', 0.6982363), ('n04344873', 'studio_couch', 0.1661043), ('n03788365', 'mosquito_net', 0.015101102), ('n04429376', 'throne', 0.014588176), ('n03347037', 'fire_screen', 0.010966868), ('n04550184', 'wardrobe', 0.01066253), ('n04380533', 'table_lamp', 0.010011745), ('n04265275', 'space_heater', 0.008305397), ('n04590129', 'window_shade', 0.007696576), ('n04099969', 'rocking_chair', 0.0059522367)]"
2443,Harlem,1,1,70,8,98,High,Bad,"[('n03388549', 'four-poster', 0.6187113), ('n04344873', 'studio_couch', 0.3058494), ('n04033995', 'quilt', 0.05878617), ('n03788365', 'mosquito_net', 0.0135387415), ('n04099969', 'rocking_chair', 0.0007404379), ('n03938244', 'pillow', 0.0005547967), ('n04550184', 'wardrobe', 0.0003310622), ('n03201208', 'dining_table', 0.00031153017), ('n04201297', 'shoji', 0.00011201276), ('n04429376', 'throne', 8.484261e-05)]"
2444,Harlem,1,1,50,0,92.28,Low,Bad,"[('n03388549', 'four-poster', 0.6365858), ('n03788365', 'mosquito_net', 0.31071407), ('n04344873', 'studio_couch', 0.04158478), ('n04033995', 'quilt', 0.0025140685), ('n04201297', 'shoji', 0.002204747), ('n04550184', 'wardrobe', 0.002139165), ('n03452741', 'grand_piano', 0.000952856), ('n03131574', 'crib', 0.00049288996), ('n02804414', 'bassinet', 0.00041740964), ('n03125729', 'cradle', 0.00030370586)]"
2480,Hell's Kitchen,1,1,70,70,93,High,Bad,"[('n04033995', 'quilt', 0.7739162), ('n03388549', 'four-poster', 0.10143316), ('n04344873', 'studio_couch', 0.08284476), ('n04239074', 'sliding_door', 0.013432617), ('n04590129', 'window_shade', 0.0117892595), ('n03788365', 'mosquito_net', 0.0027148027), ('n04380533', 'table_lamp', 0.0025994116), ('n03018349', 'china_cabinet', 0.0012385114), ('n04550184', 'wardrobe', 0.001046532), ('n04525038', 'velvet', 0.00099178)]"
2486,Hell's Kitchen,0,1,180,0,92.5,Low,Good,"[('n03388549', 'four-poster', 0.9318517), ('n04344873', 'studio_couch', 0.04442348), ('n03788365', 'mosquito_net', 0.0040834825), ('n04590129', 'window_shade', 0.0037516877), ('n04550184', 'wardrobe', 0.0026157077), ('n03131574', 'crib', 0.001995899), ('n03529860', 'home_theater', 0.001893715), ('n04239074', 'sliding_door', 0.0014547337), ('n04209239', 'shower_curtain', 0.0012580849), ('n04033995', 'quilt', 0.0012298453)]"
2491,Kips Bay,1,1,150,1,92.37,Low,Good,"[('n03388549', 'four-poster', 0.79045135), ('n04344873', 'studio_couch', 0.07099511), ('n04033995', 'quilt', 0.06713558), ('n04239074', 'sliding_door', 0.03851171), ('n03788365', 'mosquito_net', 0.013444221), ('n04550184', 'wardrobe', 0.005894405), ('n04590129', 'window_shade', 0.0037813117), ('n04201297', 'shoji', 0.0021785705), ('n03018349', 'china_cabinet', 0.0010786587), ('n03131574', 'crib', 0.0010704759)]"
2502,Kips Bay,0,2,125,7,93,High,Good,"[('n04033995', 'quilt', 0.81566375), ('n04344873', 'studio_couch', 0.099807724), ('n03388549', 'four-poster', 0.0304235), ('n03529860', 'home_theater', 0.0057731867), ('n03938244', 'pillow', 0.0054834234), ('n04590129', 'window_shade', 0.004948841), ('n04380533', 'table_lamp', 0.0031910765), ('n04550184', 'wardrobe', 0.0029223608), ('n04404412', 'television', 0.0024954334), ('n04239074', 'sliding_door', 0.001897164)]"
2522,Upper West Side,1,1,95,100,87,Low,Bad,"[('n03388549', 'four-poster', 0.5188261), ('n04239074', 'sliding_door', 0.15219937), ('n04550184', 'wardrobe', 0.14233743), ('n04344873', 'studio_couch', 0.061191596), ('n04040759', 'radiator', 0.020790188), ('n04033995', 'quilt', 0.014099403), ('n03131574', 'crib', 0.011464757), ('n04201297', 'shoji', 0.011052372), ('n03788365', 'mosquito_net', 0.0072709275), ('n04590129', 'window_shade', 0.007134084)]"
2555,Upper East Side,1,1,69,9,96,High,Bad,"[('n03388549', 'four-poster', 0.53070253), ('n04344873', 'studio_couch', 0.24585007), ('n04590129', 'window_shade', 0.061254144), ('n04033995', 'quilt', 0.055833574), ('n03788365', 'mosquito_net', 0.044565845), ('n03529860', 'home_theater', 0.01915567), ('n03899768', 'patio', 0.0057401834), ('n04550184', 'wardrobe', 0.002472697), ('n04239074', 'sliding_door', 0.0020464072), ('n04201297', 'shoji', 0.001728377)]"
